postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded,longitude,latitude
PE1 4SP,521294,301345,Unsurveyed/Urban,10,Peterborough,1,210000,FALSE,-0.210684053,52.596371304503364
SR6 8EY,440133,559882,Unsurveyed/Urban,20,Sunderland,1,208200,FALSE,-1.375216331,54.93200967268794
NE6 4TL,429424,566148,Unsurveyed/Urban,30,Newcastle upon Tyne,1,141200,FALSE,-1.541693358,54.98905914
YO17 6TN,475029,473426,Leptosols,30,Ryedale,1,1179500,FALSE,-0.852724397,54.15118523772432
DE13 9RF,417866,323461,Stagnosols,130,East Staffordshire,1,319500,FALSE,-1.736402518,52.80840572038142
NG34 7GA,506975,345149,Cambisols,20,North Kesteven,1,124700,FALSE,-0.407681298,52.992999455694815
SK6 6HF,394913,389248,Unsurveyed/Urban,110,Stockport,1,310800,FALSE,-2.077972135,53.40003193784314
BD23 3EB,397110,449595,Stagnosols,110,Craven,1,373100,FALSE,-2.045513976,53.94245652534723
DE73 6QU,438592,330640,Stagnosols,60,Derby,1,236700,FALSE,-1.428101577,52.87185711569393
LS13 1PY,422133,436881,Unsurveyed/Urban,50,Leeds,1,180400,FALSE,-1.665225628,53.82772771939187
YO32 3HQ,460852,456884,Gleysols,20,York,1,331400,FALSE,-1.073070865,54.00440486431983
LS12 4YS,426690,433015,Unsurveyed/Urban,100,Leeds,1,164900,FALSE,-1.596328641,53.79276821
ST7 2TU,377429,355305,Gleysols,80,Cheshire East,1,230800,FALSE,-2.338505894,53.09446906035192
ST13 8LU,396910,356510,Unsurveyed/Urban,190,Staffordshire Moorlands,1,188100,FALSE,-2.04760811,53.10577326134646
YO2 1SY,459555,447009,Leptosols,10,York,1,,FALSE,-1.09478052,53.91581322630504
DE55 3ZZ,444299,355704,Unsurveyed/Urban,130,Bolsover,1,192200,FALSE,-1.33989728,53.096708929685065
NG16 3TZ,446308,346040,Unsurveyed/Urban,70,Broxtowe,1,147300,FALSE,-1.311283314,53.00967463454005
LE55 8AH,436927,316828,Planosols,130,North West Leicestershire,1,,FALSE,-1.45439226,52.74781690205309
DN20 8HY,500269,407211,Unsurveyed/Urban,10,North Lincolnshire,1,173700,FALSE,-0.488001529,53.551962890025386
DE55 6EY,439699,358973,Stagnosols,140,North East Derbyshire,1,334700,FALSE,-1.408185721,53.12645334693542
DH7 6PE,424415,547265,Stagnosols,130,County Durham,1,129400,FALSE,-1.621565692,54.819644155969016
DN14 7NB,479158,433880,Stagnosols,0,East Riding of Yorkshire,5,296800,FALSE,-0.799774736,53.79521796736142
YO31 7GF,460813,452557,Unsurveyed/Urban,10,York,1,299000,FALSE,-1.07452803,53.96552486689901
DN5 8PZ,454693,404480,Unsurveyed/Urban,30,Doncaster,1,123200,FALSE,-1.176295686,53.53413463924891
B13 9XD,409852,282214,Unsurveyed/Urban,120,Birmingham,1,280800,FALSE,-1.856503687,52.43781135060988
SK3 9AF,389130,389579,Unsurveyed/Urban,70,Stockport,1,169100,FALSE,-2.164958323,53.40291848148936
LE7 8PU,462622,310932,Unsurveyed/Urban,60,Charnwood,1,,FALSE,-1.074904206,52.69246061360917
YO2 2NG,458558,449086,Unsurveyed/Urban,10,York,1,,FALSE,-1.109560423,53.934591971177184
DL16 7YF,424654,533245,Stagnosols,130,County Durham,1,172200,FALSE,-1.61903036,54.69364434092034
TS18 3QE,443485,517742,Unsurveyed/Urban,20,Stockton-on-Tees,1,183600,FALSE,-1.329193489,54.55306318514179
NE33 3YL,436403,567175,Unsurveyed/Urban,10,South Tyneside,1,126800,FALSE,-1.432500597,54.997827955952076
NN9 5NF,491462,271577,Cambisols,80,North Northamptonshire,1,232500,FALSE,-0.659115221,52.33466454695997
DE56 2UN,434099,346848,Cambisols,80,Amber Valley,2,277900,FALSE,-1.493149794,53.01785167927972
SK17 6BD,405754,373477,Unsurveyed/Urban,290,High Peak,8,280400,FALSE,-1.915206738,53.25826737911161
LN12 2NS,551803,382523,Gleysols,0,East Lindsey,8,186800,TRUE,0.27740405737237334,53.317875485524645
PE12 8AU,533522,326030,Gleysols,0,South Holland,5,227100,FALSE,-0.02025094,52.81528450090082
TS5 5NG,448689,518036,Unsurveyed/Urban,10,Middlesbrough,1,143700,FALSE,-1.248693386,54.55523246581619
DN32 9SU,528452,408176,Unsurveyed/Urban,10,North East Lincolnshire,4,133900,FALSE,-0.062446424,53.55450042879513
OL6 7LZ,393841,398908,Unsurveyed/Urban,100,Tameside,1,304500,FALSE,-2.094287323,53.486848992259546
NN14 2HW,482300,281600,Cambisols,120,North Northamptonshire,1,689900,FALSE,-0.791086047,52.42620139245383
TS18 5EW,442687,517956,Unsurveyed/Urban,20,Stockton-on-Tees,1,182300,FALSE,-1.341499455,54.555053980125216
SK8 6JW,386839,385945,Unsurveyed/Urban,70,Stockport,1,423600,FALSE,-2.199263773,53.370201543722416
IP13 6QT,623618,254354,Cambisols,50,East Suffolk,1,538900,FALSE,1.266624310276172,52.14218764790678
YO4 6RD,460606,438322,Stagnosols,0,Selby,1,,FALSE,-1.080495504,53.83762433
DE7 4QG,446274,337919,Luvisols,100,Erewash,1,193000,FALSE,-1.312948214,52.93668148989688
LS10 2JH,430668,430724,Unsurveyed/Urban,40,Leeds,1,229200,FALSE,-1.536171919,53.77195910575649
HX7 5RL,401873,424863,Stagnosols,280,Calderdale,1,238100,FALSE,-1.973094996,53.72017342451743
B79 9BP,419106,310523,Cambisols,60,Lichfield,6,589900,FALSE,-1.718756807,52.69205815375878
BD2 3AX,418050,435091,Unsurveyed/Urban,200,Bradford,1,134200,FALSE,-1.727360312,53.81179643874509
LE8 1QE,461587,299548,Unsurveyed/Urban,100,Oadby and Wigston,1,,FALSE,-1.09233573,52.59025308007507
B46 2DW,420070,288956,Cambisols,100,North Warwickshire,1,427900,FALSE,-1.70579466,52.49814343319661
YO15 3BD,518328,466737,Unsurveyed/Urban,10,East Riding of Yorkshire,1,160400,FALSE,-0.192686373,54.082960521651025
BD5 9PA,415548,431002,Unsurveyed/Urban,180,Bradford,1,68100,FALSE,-1.765562057,53.77512523
DN11 9RP,459505,393115,Unsurveyed/Urban,20,Doncaster,1,274000,FALSE,-1.105854296,53.43147167033056
DL13 3NG,412728,529303,Stagnosols,190,County Durham,1,233500,FALSE,-1.804222137,54.65865916
LE16 7AS,472922,287916,Planosols,100,Harborough,1,485100,FALSE,-0.927597205,52.48430134200439
WF8 3RN,446877,420060,Unsurveyed/Urban,40,Wakefield,1,285000,FALSE,-1.291870506,53.67491468268873
LS28 5XL,422159,433314,Unsurveyed/Urban,170,Leeds,1,275200,FALSE,-1.665086085,53.795667203443095
BD24 9HG,382276,463309,Stagnosols,170,Craven,1,261300,FALSE,-2.272300282,54.06541302966294
PE1 9YG,516135,303110,Stagnosols,10,Peterborough,1,,FALSE,-0.286193126,52.613356873020265
LE16 0BN,474422,287870,Gleysols,80,Harborough,1,,FALSE,-0.905523165,52.48368568333518
NE27 0HA,431709,571274,Stagnosols,60,North Tyneside,1,76000,FALSE,-1.505418519,55.03498067145547
OL8 2RG,392914,402378,Unsurveyed/Urban,140,Oldham,1,82400,FALSE,-2.108337291,53.51802682264592
WF7 5LE,442829,419878,Unsurveyed/Urban,50,Wakefield,1,147400,FALSE,-1.35316809,53.67362541877756
CW2 5EN,370020,351699,Gleysols,60,Cheshire East,1,179200,FALSE,-2.448804011,53.06168927038741
TS1 5UB,449317,520290,Unsurveyed/Urban,10,Middlesbrough,1,8436800,FALSE,-1.238607115,54.57542627401879
B32 3HX,400345,282391,Leptosols,170,Birmingham,1,153400,FALSE,-1.996351873,52.43948926770062
PE24 5LP,550349,364609,Gleysols,10,East Lindsey,6,176200,FALSE,0.24714927956692206,53.15738891377704
PE1 1LT,518992,298686,Unsurveyed/Urban,10,Peterborough,1,2801000,FALSE,-0.245606989,52.57298700845051
NE11 0DH,423596,560450,Unsurveyed/Urban,40,Gateshead,1,153200,FALSE,-1.633237546,54.938165591651774
BD18 4JA,412774,437306,Unsurveyed/Urban,110,Bradford,1,164800,FALSE,-1.807394026,53.83185974631075
SK8 5WW,385616,388498,Unsurveyed/Urban,40,Stockport,1,325500,FALSE,-2.217761609,53.39311709765006
NR15 2AY,625400,310800,Unsurveyed/Urban,40,Broadland,1,280900,FALSE,1.330579996313112,52.648070554223565
NE10 8BP,430074,561092,Stagnosols,60,Gateshead,1,252900,FALSE,-1.532063608,54.94358773430121
SK1 1DP,389519,390260,Unsurveyed/Urban,60,Stockport,1,7417400,FALSE,-2.15913036,53.409047610451616
BD21 2JJ,405986,441230,Unsurveyed/Urban,110,Bradford,1,96000,FALSE,-1.910455873,53.86724914591778
YO8 5NF,463310,435214,Gleysols,10,Selby,1,233100,FALSE,-1.040049439,53.80937199613977
SK14 5RA,395560,393798,Unsurveyed/Urban,150,Tameside,1,208600,FALSE,-2.068307181,53.440935679725406
DL3 0EG,427336,517169,Stagnosols,70,Darlington,1,261200,FALSE,-1.578915808,54.54903993030631
HD6 3AE,414312,422363,Unsurveyed/Urban,70,Calderdale,7,167100,FALSE,-1.784713051,53.697513194589135
LS29 6LF,417166,443692,Unsurveyed/Urban,140,Bradford,1,386900,FALSE,-1.740307699,53.88913010002811
HX2 7HW,407054,423910,Unsurveyed/Urban,120,Calderdale,1,205000,FALSE,-1.894604925,53.71156462421584
TS21 2HR,435737,527691,Stagnosols,90,County Durham,1,211900,FALSE,-1.447770311,54.64307279729307
DH6 4NE,433815,536074,Leptosols,130,County Durham,1,31500,FALSE,-1.476582668,54.71853662106011
DE2 7HU,440332,335436,Unsurveyed/Urban,60,Derby,1,,FALSE,-1.401659623,52.91484034868019
WV13 1LD,396791,298863,Unsurveyed/Urban,130,Walsall,1,146200,FALSE,-2.048797946,52.587560895095194
NG16 2GN,448293,345576,Unsurveyed/Urban,70,Broxtowe,1,339400,FALSE,-1.281770935,53.00532906993142
DL1 3EY,429871,516946,Unsurveyed/Urban,60,Darlington,1,162500,FALSE,-1.539750201,54.54689328263743
LE16 7ZH,474422,287870,Gleysols,80,Harborough,1,436700,FALSE,-0.905523165,52.48368568333518
BD5 0RF,416112,432385,Unsurveyed/Urban,130,Bradford,1,125700,FALSE,-1.75693252,53.78753848
YO6 7DH,470736,471270,Cambisols,50,Ryedale,1,,FALSE,-0.918945978,54.13241988291105
CV13 0DF,439785,306528,Stagnosols,120,Hinckley and Bosworth,1,447600,FALSE,-1.413297735,52.655026486615746
DL15 0NS,419061,534533,Unsurveyed/Urban,100,County Durham,1,188300,FALSE,-1.705716568,54.705460416638275
DN34 4DP,524983,408825,Unsurveyed/Urban,10,North East Lincolnshire,1,137700,FALSE,-0.114521286,53.56116716282438
NG23 5JG,477689,344728,Cambisols,20,Rushcliffe,1,320100,FALSE,-0.843984598,52.994256720055425
LE4 2NL,457981,308075,Unsurveyed/Urban,90,Leicester,1,212600,FALSE,-1.14406411,52.667295785898204
PE30 4DE,564064,321056,Unsurveyed/Urban,10,King's Lynn and West Norfolk,1,156000,FALSE,0.4300343708091864,52.76219229234695
WF4 4QA,427863,417714,Unsurveyed/Urban,40,Wakefield,1,245400,FALSE,-1.579895169,53.65518429
S9 3AN,438400,388000,Unsurveyed/Urban,70,Sheffield,1,139000,FALSE,-1.424104942,53.38745223861098
LS27 9PE,426319,428691,Unsurveyed/Urban,130,Leeds,1,194900,FALSE,-1.602327501,53.753923882833085
YO6 2PY,443806,469879,Cambisols,20,Hambleton,1,,FALSE,-1.331245488,54.122913569174685
DL10 4JL,417236,500841,Leptosols,120,Richmondshire,1,233500,FALSE,-1.735998673,54.40274512266247
NE66 1LJ,418427,613217,Unsurveyed/Urban,70,Northumberland,1,195600,FALSE,-1.710502374,55.412534710847765
PE1 1TG,519323,298842,Unsurveyed/Urban,10,Peterborough,1,2726800,FALSE,-0.240669199,52.57431632414902
NG18 3AL,455553,360831,Unsurveyed/Urban,120,Mansfield,1,103000,FALSE,-1.170962955,53.14174042650895
M35 9ER,390244,401547,Unsurveyed/Urban,100,Oldham,1,185300,FALSE,-2.14857864,53.510514145758044
YO8 7NB,471170,436298,Gleysols,10,East Riding of Yorkshire,1,,FALSE,-0.920458443,53.81809889048516
BD18 4LR,413839,437805,Unsurveyed/Urban,90,Bradford,1,318400,FALSE,-1.791190218,53.836317646635145
NE1 3DR,425600,564000,Unsurveyed/Urban,10,Newcastle upon Tyne,1,168400,FALSE,-1.60164421,54.96996759965708
NR15 1JA,628121,298797,Stagnosols,30,South Norfolk,1,362400,FALSE,1.362463725433737,52.53921616538827
WV13 1LS,396900,299000,Unsurveyed/Urban,130,Walsall,1,161600,FALSE,-2.047190424,52.588793151761514
HX7 7NG,398751,428201,Cambisols,260,Calderdale,1,282800,FALSE,-2.020419692,53.750176712314484
WS14 9JD,413820,308145,Arenosols,80,Lichfield,1,707400,FALSE,-1.797063368,52.67084045722518
TS7 8JH,451197,515268,Unsurveyed/Urban,50,Middlesbrough,1,220200,FALSE,-1.210399405,54.53011237
LN13 0DW,541180,378336,Cambisols,20,East Lindsey,1,244600,FALSE,0.1161948043139498,53.283201760449415
DE2 6WH,438894,336246,Unsurveyed/Urban,70,Derby,1,,FALSE,-1.422946488,52.922227017952466
B77 3QU,422465,304433,Gleysols,70,Tamworth,4,185900,FALSE,-1.669473007,52.63718374212417
NR13 6UA,630900,314100,Cambisols,20,Broadland,1,367500,FALSE,1.4140387757363277,52.67537286495731
DE24 0JT,439200,332692,Unsurveyed/Urban,40,Derby,1,151200,FALSE,-1.418822869,52.89025848616638
IP12 1JR,626751,250113,Luvisols,40,East Suffolk,1,218000,FALSE,1.3095054015752798,52.10284663866358
DN1 9TT,458084,402157,Unsurveyed/Urban,10,Doncaster,1,,FALSE,-1.125570651,53.51289388227943
B24 0AN,410906,291898,Unsurveyed/Urban,120,Birmingham,1,222100,FALSE,-1.840685728,52.52484995441206
LS16 5AE,426925,437818,Unsurveyed/Urban,120,Leeds,1,262800,FALSE,-1.592343048,53.83592409877952
DH1 4PG,426306,541716,Unsurveyed/Urban,100,County Durham,1,466000,FALSE,-1.592639089,54.76968430984243
WF11 8WW,445781,422073,Unsurveyed/Urban,50,Wakefield,1,182300,FALSE,-1.308163625,53.69310336618474
LN4 2PB,498208,367169,Leptosols,70,North Kesteven,1,249800,FALSE,-0.53152658,53.19254977618021
CW12 4SW,381025,364628,Podsols,80,Cheshire East,1,270200,FALSE,-2.285362799,53.17841277777565
DN17 1BY,488936,409845,Unsurveyed/Urban,50,North Lincolnshire,1,164000,FALSE,-0.658259295,53.577671082464384
LE16 8ET,481742,292417,Cambisols,80,Harborough,1,469000,FALSE,-0.796641352,52.523508018249636
B76 1YQ,414566,293317,Planosols,100,Birmingham,1,333600,FALSE,-1.786679266,52.53752172668661
LS9 8BY,430881,433301,Unsurveyed/Urban,30,Leeds,6,245400,FALSE,-1.53268317,53.79510781409577
YO1 6HG,460155,451287,Unsurveyed/Urban,20,York,1,249000,FALSE,-1.084806316,53.95418873
IP18 6PW,649418,278173,Arenosols,10,East Suffolk,1,648600,FALSE,1.6604545507867143,52.34485894541324
SK3 8EJ,389391,389382,Unsurveyed/Urban,70,Stockport,1,269000,FALSE,-2.161025999,53.40115311020308
S41 7GW,438315,372407,Unsurveyed/Urban,80,Chesterfield,1,161000,FALSE,-1.427261413,53.24730489854029
PE9 3NE,500982,304023,Cambisols,90,North Northamptonshire,1,451200,FALSE,-0.509626215,52.624587086734195
NE19 2RB,398221,585491,Stagnosols,210,Northumberland,1,921100,FALSE,-2.029463782,55.16373475795425
HU6 8QJ,506492,432153,Unsurveyed/Urban,0,"Kingston upon Hull, City of",6,183700,FALSE,-0.385568175,53.77483314736742
DN37 0GQ,525466,403504,Cambisols,20,North East Lincolnshire,1,261900,FALSE,-0.10936461,53.513251120719126
SK2 5XA,392916,388173,Stagnosols,80,Stockport,5,255800,FALSE,-2.107981973,53.390345794439234
DE2 6FR,437400,336800,Unsurveyed/Urban,60,Derby,1,,FALSE,-1.44510306,52.92731263
DE14 3NW,423761,322019,Unsurveyed/Urban,50,East Staffordshire,6,102200,TRUE,-1.649057143,52.795216917025016
YO17 8EA,483532,473549,Cambisols,30,Ryedale,1,256600,FALSE,-0.722534572,54.150980115224066
LS5 3DL,425782,435258,Unsurveyed/Urban,50,Leeds,1,69000,FALSE,-1.609924722,53.812973284170326
DN6 0AW,455996,413087,Cambisols,20,Doncaster,1,67100,FALSE,-1.155098929,53.61135152473783
DE55 2BQ,444049,356988,Unsurveyed/Urban,150,Bolsover,1,411600,FALSE,-1.343454838,53.108270694850106
NE34 0WY,436403,567175,Unsurveyed/Urban,10,South Tyneside,1,147200,FALSE,-1.432500597,54.997827955952076
NE16 5WP,418786,563377,Unsurveyed/Urban,10,Gateshead,1,241700,FALSE,-1.708121715,54.96467106921504
DE14 1SX,425375,323366,Unsurveyed/Urban,50,East Staffordshire,1,197100,FALSE,-1.625017454,52.807252327919116
NG17 4NF,449760,360476,Unsurveyed/Urban,160,Ashfield,1,148800,FALSE,-1.257612198,53.139120786928814
TS3 9PF,452815,518302,Unsurveyed/Urban,20,Middlesbrough,1,75700,FALSE,-1.184857196,54.55720994593964
NE7 7ZH,427049,564883,Unsurveyed/Urban,50,Newcastle upon Tyne,1,680500,FALSE,-1.578927669,54.977826006853185
B32 9FS,400421,284751,Unsurveyed/Urban,190,Birmingham,1,,FALSE,-1.995231704,52.46070563880077
B19 3LQ,406800,287600,Unsurveyed/Urban,120,Birmingham,1,351200,FALSE,-1.901290685,52.48627718943397
DN11 0DN,462218,397471,Cambisols,20,Doncaster,1,132700,FALSE,-1.064166704,53.47030775163941
PE12 0EN,538782,318240,Gleysols,0,South Holland,6,283300,FALSE,0.054443815,52.74397457439149
ST14 8RG,409200,328759,Luvisols,130,East Staffordshire,1,302700,FALSE,-1.864812959,52.85624713409998
PE25 2AL,556409,363412,Unsurveyed/Urban,0,East Lindsey,1,163300,TRUE,0.3371170594429816,53.14489460126883
LS29 0JT,405984,450831,Stagnosols,220,Bradford,1,415700,FALSE,-1.910302123,53.953540792346736
PE2 2JT,516109,303124,Stagnosols,10,Peterborough,1,,FALSE,-0.286572032,52.61348822594109
SR2 7TG,440172,555338,Unsurveyed/Urban,40,Sunderland,1,154100,FALSE,-1.375240179,54.89117529208182
S63 7TU,443860,399213,Unsurveyed/Urban,100,Rotherham,1,155400,FALSE,-1.340459124,53.487809641022906
S45 0EU,436134,362163,Planosols,200,North East Derbyshire,1,572200,FALSE,-1.461100373,53.15537957900604
PE1 5JU,520138,299426,Unsurveyed/Urban,10,Peterborough,1,193600,FALSE,-0.228437529,52.57938464656393
S42 7LX,435727,369358,Planosols,140,Chesterfield,1,422200,FALSE,-1.466384589,53.22007912983065
PE1 5DW,519687,298660,Unsurveyed/Urban,10,Peterborough,1,218400,FALSE,-0.235366343,52.57260106267599
NG17 5FX,450248,358612,Unsurveyed/Urban,150,Ashfield,1,123300,FALSE,-1.250609406,53.12232110784814
YO51 9NL,438872,468452,Cambisols,40,Harrogate,1,324900,FALSE,-1.406915937,54.11048467341358
LS13 9DS,424786,435309,Unsurveyed/Urban,100,Leeds,1,,FALSE,-1.625046748,53.81347986066699
DN14 0TW,455805,423537,Arenosols,10,Selby,1,458700,FALSE,-1.156112304,53.70528802787626
CW2 6TL,369904,353672,Stagnosols,50,Cheshire East,1,200200,FALSE,-2.450720107,53.07941758556869
DE45 9AU,421830,368562,Planosols,130,Derbyshire Dales,1,,TRUE,-1.674565311,53.21367376593289
PE10 0ST,510125,327752,Cambisols,20,South Kesteven,1,290200,FALSE,-0.366663853,52.836039023207114
YO31 0QR,462269,452506,Unsurveyed/Urban,10,York,1,256300,FALSE,-1.052348221,53.96489363443781
NR16 1FJ,612927,292932,Luvisols,60,South Norfolk,1,382500,FALSE,1.1350369205531843,52.492717179533706
YO6 4DS,458342,478338,Stagnosols,80,Ryedale,1,,FALSE,-1.10723067,54.197488430979796
PE21 7TB,533043,342358,Gleysols,0,Boston,7,123300,FALSE,-0.020681912,52.962093286369175
HG4 1DT,431183,471475,Unsurveyed/Urban,40,Harrogate,1,255100,FALSE,-1.52420936,54.138174635263624
HG1 5BD,433300,455400,Unsurveyed/Urban,80,Harrogate,1,293400,FALSE,-1.493567911,53.99357307321342
SR5 3DZ,434961,557953,Stagnosols,30,Sunderland,1,265300,FALSE,-1.456159679,54.915063779269744
DH4 6DP,430982,550068,Stagnosols,50,County Durham,1,138600,FALSE,-1.519070975,54.84447078409129
S71 2RT,436843,408653,Unsurveyed/Urban,70,Barnsley,1,130900,FALSE,-1.445098134,53.573192285828874
HX3 6PD,408860,426766,Unsurveyed/Urban,200,Calderdale,1,122300,FALSE,-1.867162211,53.737207340074114
NN14 6JJ,481198,281447,Cambisols,130,North Northamptonshire,1,169700,FALSE,-0.807325823,52.424990728548686
SK7 5PU,391391,386370,Unsurveyed/Urban,90,Stockport,1,333800,FALSE,-2.13086255,53.374116430812514
NE24 1NU,430962,582084,Unsurveyed/Urban,10,Northumberland,1,28200,FALSE,-1.515934496,55.13216309659981
DL1 5SU,429000,514300,Unsurveyed/Urban,40,Darlington,1,109200,FALSE,-1.553473626,54.52316524660057
S10 2LZ,433806,386471,Unsurveyed/Urban,110,Sheffield,1,326700,FALSE,-1.493337491,53.37402225
NE35 9NB,434015,561829,Stagnosols,30,South Tyneside,1,224500,FALSE,-1.470458827,54.94995811608566
LS1 6AJ,430080,433708,Unsurveyed/Urban,50,Leeds,1,2424800,FALSE,-1.544802966,53.79881253463395
TS17 0SF,444940,514811,Stagnosols,20,Stockton-on-Tees,1,157600,FALSE,-1.307145753,54.52659792938615
CW2 7JZ,370242,355370,Unsurveyed/Urban,40,Cheshire East,1,37100,FALSE,-2.445832456,53.09469951089575
LE4 0PE,456447,307065,Cambisols,90,Leicester,1,168900,FALSE,-1.166917492,52.658378747903356
CW1 1ZD,371897,354959,Stagnosols,50,Cheshire East,1,,FALSE,-2.421082802,53.09109517557912
NE28 0PR,432248,567694,Unsurveyed/Urban,50,North Tyneside,1,119900,FALSE,-1.497388105,55.00277704171895
B13 8DW,407308,283637,Unsurveyed/Urban,140,Birmingham,1,396400,FALSE,-1.893895283,52.45064351692309
NE12 6HF,428085,571184,Stagnosols,70,North Tyneside,1,250500,FALSE,-1.562126122,55.034388986310915
WS12 3HT,400860,310196,Unsurveyed/Urban,170,Cannock Chase,1,223600,FALSE,-1.988713437,52.689450990473084
DN15 8AG,487330,411419,Unsurveyed/Urban,10,North Lincolnshire,1,198500,TRUE,-0.682067921,53.59208435918275
NE16 4HY,420119,560908,Unsurveyed/Urban,120,Gateshead,1,264700,FALSE,-1.687474613,54.94243271224007
S6 1NP,433000,391000,Unsurveyed/Urban,70,Sheffield,1,183400,FALSE,-1.504979824,53.41478071701561
LE10 0NH,440639,293210,Stagnosols,90,Hinckley and Bosworth,1,201600,FALSE,-1.402304568,52.53524396482798
NE61 2DU,419770,584417,Unsurveyed/Urban,60,Northumberland,1,194100,FALSE,-1.691303214,55.15369735480701
NE65 8BQ,412508,600576,Stagnosols,160,Northumberland,1,306800,FALSE,-1.804550106,55.29913338372801
NE23 1RR,426621,577692,Unsurveyed/Urban,60,Northumberland,1,186800,FALSE,-1.584425628,55.092948913629286
OL7 9PZ,393200,400600,Unsurveyed/Urban,120,Tameside,1,156000,FALSE,-2.103984761,53.50204933126656
HU12 0BZ,528423,427518,Stagnosols,10,East Riding of Yorkshire,1,205800,FALSE,-0.05490463,53.728257295287705
LE1 3DG,458706,304853,Unsurveyed/Urban,60,Leicester,1,242400,FALSE,-1.133917102,52.63825643
DH4 7PE,432060,553428,Unsurveyed/Urban,40,Sunderland,1,142500,FALSE,-1.501913188,54.874596220812776
LE8 0TS,465106,293348,Luvisols,110,Harborough,1,337100,FALSE,-1.041613911,52.534114605392325
B15 2AW,406779,285798,Unsurveyed/Urban,130,Birmingham,1,676100,FALSE,-1.90163597,52.470077561092864
IP15 5BP,646522,256638,Leptosols,10,East Suffolk,1,728300,FALSE,1.6023251416531548,52.152945391434784
NG23 5PU,477877,350392,Luvisols,20,Newark and Sherwood,1,314800,FALSE,-0.839819698,53.04513349264434
NR31 6AA,652649,304468,Unsurveyed/Urban,10,Great Yarmouth,1,190900,FALSE,1.7276806256543238,52.57927522
YO24 1LX,458346,449347,Unsurveyed/Urban,10,York,1,427100,FALSE,-1.112739328,53.93696137716662
HU4 6PW,506600,427100,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,153000,FALSE,-0.385671738,53.729412647097575
DN1 1BS,457400,403200,Unsurveyed/Urban,10,Doncaster,1,159600,FALSE,-1.135693283,53.52234266190177
CW1 6ND,372286,353958,Stagnosols,50,Cheshire East,1,685000,FALSE,-2.41518782,53.082117809849265
HG1 3BN,430591,457378,Unsurveyed/Urban,80,Harrogate,1,251600,FALSE,-1.534688321,54.01151694897118
M34 0AZ,392614,395430,Unsurveyed/Urban,100,Tameside,1,,FALSE,-2.112695701,53.455571169559235
WS2 8UT,399800,298900,Unsurveyed/Urban,130,Walsall,1,145200,FALSE,-2.00438478,52.587903587946705
LS8 4JJ,431621,435796,Unsurveyed/Urban,50,Leeds,1,192000,FALSE,-1.521194519,53.81748767430585
HG4 2XA,430515,470825,Unsurveyed/Urban,30,Harrogate,1,264400,FALSE,-1.534498838,54.13237293435835
NR12 0YP,641174,322753,Histosols,0,North Norfolk,6,300100,TRUE,1.5720406206144941,52.74853865199644
LS14 5BJ,436240,436527,Unsurveyed/Urban,110,Leeds,1,133500,FALSE,-1.450954579,53.823757165309495
NE19 2PQ,399039,582026,Stagnosols,200,Northumberland,1,903400,FALSE,-2.016611144,55.13260095
DL7 7ER,436891,493665,Unsurveyed/Urban,40,Hambleton,1,,FALSE,-1.434126612,54.337216253988885
NG1 3PE,457385,340265,Unsurveyed/Urban,40,Nottingham,1,660100,FALSE,-1.147234267,52.95669764791845
LS26 0ER,434743,428530,Unsurveyed/Urban,50,Leeds,1,207400,FALSE,-1.474593028,53.751985263728805
PE30 1BX,561774,319864,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,386300,FALSE,0.39554078286054334,52.75217611
NR9 5NJ,613586,318820,Arenosols,20,Broadland,1,390600,FALSE,1.161433421364636,52.72483412507438
NE66 1BX,419025,612196,Stagnosols,80,Northumberland,1,180600,FALSE,-1.701126466,55.40333789399273
LS12 5EJ,424519,430714,Unsurveyed/Urban,130,Leeds,1,265700,FALSE,-1.629465585,53.772193633373455
CV9 3RR,432905,302480,Luvisols,90,Hinckley and Bosworth,1,368900,FALSE,-1.515401747,52.61909703383897
NN29 7PJ,491510,263075,Luvisols,90,North Northamptonshire,1,296800,FALSE,-0.660717843,52.25824247179585
DE4 2BS,423869,362106,Planosols,240,Derbyshire Dales,1,302400,FALSE,-1.644512872,53.15555543477835
NG1 7GD,457300,339300,Unsurveyed/Urban,30,Nottingham,1,1723700,TRUE,-1.148669684,52.94803305968548
B8 3TW,410100,287400,Unsurveyed/Urban,120,Birmingham,1,151300,FALSE,-1.852700378,52.48442879381416
YO25 0HZ,509722,471472,Arenosols,40,East Riding of Yorkshire,1,,FALSE,-0.32246014,54.12740153
LN1 3XP,497221,370656,Unsurveyed/Urban,10,Lincoln,1,214000,FALSE,-0.545233406,53.22406487614437
DN3 3FG,463894,404929,Arenosols,10,Doncaster,1,196700,FALSE,-1.037405064,53.537133469762665
DE23 7BQ,431260,333364,Luvisols,70,Derby,1,,FALSE,-1.536764377,52.89681759987258
M34 5QH,391327,398255,Unsurveyed/Urban,100,Tameside,1,177200,FALSE,-2.132156076,53.48094358825592
LE2 6SE,458265,300460,Unsurveyed/Urban,80,Leicester,1,201300,FALSE,-1.141205999,52.598816353541096
LA2 8BP,376994,468717,Stagnosols,150,Craven,1,453200,FALSE,-2.353416443,54.11380666914209
